id,Province,City,District,bm
2956,湖北省,荆门市,京山县,420821
2957,湖北省,荆门市,沙洋县,420822
2958,湖北省,荆门市,钟祥市,420881
2959,湖北省,孝感市,市辖区,420901
2960,湖北省,孝感市,孝南区,420902
2961,湖北省,孝感市,孝昌县,420921
2962,湖北省,孝感市,大悟县,420922
2963,湖北省,孝感市,云梦县,420923
2964,湖北省,孝感市,应城市,420981
2965,湖北省,孝感市,安陆市,420982
2966,湖北省,孝感市,广水市,420983
2967,湖北省,孝感市,汉川市,420984
2968,湖北省,荆州市,市辖区,421001
2969,湖北省,荆州市,沙市区,421002
2970,湖北省,荆州市,荆州区,421003
2971,湖北省,荆州市,江陵区,421004
2972,湖北省,荆州市,松滋县,421021
2973,湖北省,荆州市,公安县,421022
2974,湖北省,荆州市,监利县,421023
2975,湖北省,荆州市,江陵县,421024
2976,湖北省,荆州市,石首市,421081
2977,湖北省,荆州市,洪湖市,421083
2978,湖北省,荆州市,松滋市,421087
2979,湖北省,黄冈市,市辖区,421101
2980,湖北省,黄冈市,黄州区,421102
2981,湖北省,黄冈市,龙感湖管理区,421103
2982,湖北省,黄冈市,团风县,421121
2983,湖北省,黄冈市,红安县,421122
2984,湖北省,黄冈市,罗田县,421123
2985,湖北省,黄冈市,英山县,421124
2986,湖北省,黄冈市,浠水县,421125
2987,湖北省,黄冈市,蕲春县,421126
2988,湖北省,黄冈市,黄梅县,421127
2989,湖北省,黄冈市,麻城市,421181
2990,湖北省,黄冈市,武穴市,421182
2991,湖北省,咸宁市,市辖区,421201
2992,湖北省,咸宁市,咸安区,421202
2993,湖北省,咸宁市,嘉鱼县,421221
2994,湖北省,咸宁市,通城县,421222
2995,湖北省,咸宁市,崇阳县,421223
2996,湖北省,咸宁市,通山县,421224
2997,湖北省,咸宁市,赤壁市,421281
2998,湖北省,随州市,市辖区,421301
2999,湖北省,随州市,曾都区,421302
3000,湖北省,随州市,广水市,421381
3001,湖北省,黄冈地区,鄂州市,422101
3002,湖北省,黄冈地区,武穴市,422102
3003,湖北省,黄冈地区,黄州市,422103
3004,湖北省,黄冈地区,黄冈县,422121
3005,湖北省,黄冈地区,新洲县,422122
3006,湖北省,黄冈地区,红安县,422123
3007,湖北省,黄冈地区,麻城县,422124
3008,湖北省,黄冈地区,罗田县,422125
3009,湖北省,黄冈地区,英山县,422126
3010,湖北省,黄冈地区,浠水县,422127
3011,湖北省,黄冈地区,蕲春县,422128
3012,湖北省,黄冈地区,广济县,422129
3013,湖北省,黄冈地区,黄梅县,422130
3014,湖北省,黄冈地区,鄂城县,422131
3015,湖北省,孝感地区,孝感市,422201
3016,湖北省,孝感地区,应城市,422202
3017,湖北省,孝感地区,安陆市,422203
3018,湖北省,孝感地区,广水市,422204
3019,湖北省,孝感地区,孝感县,422221
3020,湖北省,孝感地区,黄陂县,422222
3021,湖北省,孝感地区,大悟县,422223
3022,湖北省,孝感地区,应山县,422224
3023,湖北省,孝感地区,安陆县,422225
3024,湖北省,孝感地区,云梦县,422226
3025,湖北省,孝感地区,应城县,422227
3026,湖北省,孝感地区,汉川县,422228
3027,湖北省,省直辖行政单位,神农架林区,422921
3028,湖北省,省直辖行政单位,随州市,429001
3029,湖北省,省直辖行政单位,枣阳市,429003
3030,湖北省,省直辖行政单位,仙桃市,429004
3031,湖北省,省直辖行政单位,潜江市,429005
3032,湖北省,省直辖行政单位,天门市,429006
3033,湖北省,省直辖行政单位,神农架林区,429021
3034,湖北省,武汉市,市辖区,420101
3035,湖北省,武汉市,江岸区,420102
3036,湖北省,武汉市,江汉区,420103
3037,湖北省,武汉市,乔口区,420104
3038,湖北省,武汉市,汉阳区,420105
3039,湖北省,武汉市,武昌区,420106
3040,湖北省,武汉市,青山区,420107
3041,湖北省,武汉市,东湖管理分局,420109
3042,湖北省,武汉市,洪山区,420111
3043,湖北省,武汉市,东西湖区,420112
3044,湖北省,武汉市,汉南区,420113
3045,湖北省,武汉市,蔡甸区,420114
3046,湖北省,武汉市,江夏区,420115
3047,湖北省,武汉市,黄陂区,420116
3048,湖北省,武汉市,新洲区,420117
3049,湖北省,武汉市,蔡甸区,420121
3050,湖北省,武汉市,江夏区,420122
3051,湖北省,武汉市,黄陂区,420123
3052,湖北省,武汉市,新洲县,420124
3053,湖北省,黄石市,市辖区,420201
3054,湖北省,黄石市,黄石港区,420202
3055,湖北省,黄石市,石灰窑区,420203
3056,湖北省,黄石市,下陆区,420204
3057,湖北省,黄石市,铁山区,420205
3058,湖北省,黄石市,市区,420220
3059,湖北省,黄石市,大冶县,420221
3060,湖北省,黄石市,阳新县,420222
3061,湖北省,黄石市,大冶市,420281
3062,湖北省,十堰市,市辖区,420301
3063,湖北省,十堰市,茅箭区,420302
3064,湖北省,十堰市,张湾区,420303
3065,湖北省,十堰市,郧县,420321
3066,湖北省,十堰市,郧西县,420322
3067,湖北省,十堰市,竹山县,420323
3068,湖北省,十堰市,竹溪县,420324
3069,湖北省,十堰市,房县,420325
3070,湖北省,十堰市,丹江口市,420381
3071,湖北省,咸宁地区,咸宁市,422301
3072,湖北省,咸宁地区,赤壁市,422302
3073,湖北省,咸宁地区,咸宁县,422321
3074,湖北省,咸宁地区,嘉鱼县,422322
3075,湖北省,咸宁地区,蒲圻县,422323
3076,湖北省,咸宁地区,通城县,422324
3077,湖北省,咸宁地区,崇阳县,422325
3078,湖北省,咸宁地区,通山县,422326
3079,湖北省,咸宁地区,阳新县,422327
3080,湖北省,荆州地区,仙桃市,422401
3081,湖北省,荆州地区,石首市,422402
3082,湖北省,荆州地区,洪湖市,422403
3083,湖北省,荆州地区,天门市,422404
3084,湖北省,荆州地区,潜江市,422405
3085,湖北省,荆州地区,钟祥市,422406
3086,湖北省,荆州地区,江陵县,422421
3087,湖北省,荆州地区,松滋县,422422
3088,湖北省,荆州地区,公安县,422423
3089,湖北省,荆州地区,石首县,422424
3090,湖北省,荆州地区,监利县,422425
3091,湖北省,荆州地区,洪湖县,422426
3092,湖北省,荆州地区,沔阳县,422427
3093,湖北省,荆州地区,天门县,422428
3094,湖北省,荆州地区,潜江县,422429
3095,湖北省,荆州地区,荆门县,422430
3096,湖北省,荆州地区,钟祥县,422431
3097,湖北省,荆州地区,京山县,422432
3098,湖北省,随州地区,随州市,422501
3099,湖北省,随州地区,老河口市,422502
3100,湖北省,随州地区,襄阳县,422521
3101,湖北省,随州地区,枣阳县,422522
3102,湖北省,随州地区,宜城县,422524
3103,湖北省,随州地区,南漳县,422525
3104,湖北省,随州地区,谷城县,422527
3105,湖北省,随州地区,保康县,422528
3106,湖北省,郧阳地区,丹江口市,422601
3107,湖北省,郧阳地区,郧县,422622
3108,湖北省,郧阳地区,郧西县,422623
3109,湖北省,郧阳地区,竹山县,422624
3110,湖北省,郧阳地区,竹溪县,422625
3111,湖北省,郧阳地区,房县,422626
3112,湖北省,郧阳地区,神农架林区,422627
3113,湖北省,宜昌地区,枝城市,422701
3114,湖北省,宜昌地区,当阳市,422702
3115,湖北省,宜昌地区,宜昌县,422721
3116,湖北省,宜昌地区,宜都县,422722
3117,湖北省,宜昌地区,枝江县,422723
3118,湖北省,宜昌地区,当阳县,422724
3119,湖北省,宜昌地区,远安县,422725
3120,湖北省,宜昌地区,兴山县,422726
3121,湖北省,宜昌地区,秭归县,422727
3122,湖北省,宜昌地区,长阳土家族自治县,422728
3123,湖北省,宜昌地区,五峰土家族自治县,422729
3124,湖北省,恩施土家族苗族自治州,恩施市,422801
3125,湖北省,恩施土家族苗族自治州,利川市,422802
3126,湖北省,恩施土家族苗族自治州,建始县,422822
3127,湖北省,恩施土家族苗族自治州,巴东县,422823
3128,湖北省,恩施土家族苗族自治州,宣恩县,422825
3129,湖北省,恩施土家族苗族自治州,咸丰县,422826
3130,湖北省,恩施土家族苗族自治州,来凤县,422827
3131,湖北省,恩施土家族苗族自治州,鹤峰县,422828
3132,湖北省,荆州市,沙市,420400
3133,湖北省,省直辖行政单位,沙洋监狱管理局,423022
3134,湖南省,长沙市,市辖区,430101
3135,湖南省,长沙市,芙蓉区,430102
3136,湖南省,长沙市,天心区,430103
3137,湖南省,长沙市,岳麓区,430104
3138,湖南省,长沙市,开福区,430105
3139,湖南省,长沙市,雨花区,430111
3140,湖南省,长沙市,市区,430120
3141,湖南省,长沙市,长沙县,430121
3142,湖南省,长沙市,望城县,430122
3143,湖南省,长沙市,浏阳县,430123
3144,湖南省,长沙市,宁乡县,430124
3145,湖南省,长沙市,浏阳市,430181
3146,湖南省,株洲市,市辖区,430201
3147,湖南省,株洲市,荷塘区,430202
3148,湖南省,株洲市,芦淞区,430203
3149,湖南省,株洲市,石峰区,430204
3150,湖南省,株洲市,天元区,430211
3151,湖南省,株洲市,醴陵市,430219
3152,湖南省,株洲市,市区,430220
3153,湖南省,株洲市,株洲县,430221
3154,湖南省,株洲市,醴陵县,430222
3155,湖南省,株洲市,攸县,430223
3156,湖南省,株洲市,茶陵县,430224
3157,湖南省,株洲市,炎陵县,430225
3158,湖南省,株洲市,醴陵市,430281
3159,湖南省,湘潭市,市辖区,430301
3160,湖南省,湘潭市,雨湖区,430302
3161,湖南省,湘潭市,湘江区,430303
3162,湖南省,湘潭市,岳塘区,430304
3163,湖南省,湘潭市,板塘区,430305
3164,湖南省,湘潭市,韶山区,430306
3165,湖南省,湘潭市,郊区,430311
3166,湖南省,湘潭市,韶山区,430312
3167,湖南省,湘潭市,湘潭县,430321
3168,湖南省,湘潭市,湘乡县,430322
3169,湖南省,湘潭市,湘乡市,430381
3170,湖南省,湘潭市,韶山市,430382
3171,湖南省,衡阳市,市辖区,430401
3172,湖南省,衡阳市,江东区,430402
3173,湖南省,衡阳市,城南区,430403
3174,湖南省,衡阳市,城北区,430404
3175,湖南省,衡阳市,珠晖区,430405
3176,湖南省,衡阳市,雁峰区,430406
3177,湖南省,衡阳市,石鼓区,430407
3178,湖南省,衡阳市,蒸湘区,430408
3179,湖南省,衡阳市,郊区,430411
3180,湖南省,衡阳市,南岳区,430412
3181,湖南省,衡阳市,耒阳市,430419
3182,湖南省,衡阳市,衡阳县,430421
3183,湖南省,衡阳市,衡南县,430422
3184,湖南省,衡阳市,衡山县,430423
3185,湖南省,衡阳市,衡东县,430424
3186,湖南省,衡阳市,常宁县,430425
3187,湖南省,衡阳市,祁东县,430426
3188,湖南省,衡阳市,耒阳县,430427
3189,湖南省,衡阳市,耒阳市,430481
3190,湖南省,衡阳市,常宁市,430482
3191,湖南省,湘潭地区,湘潭县,432121
3192,湖南省,湘潭地区,湘乡县,432122
3193,湖南省,湘潭地区,醴陵县,432123
3194,湖南省,湘潭地区,浏阳县,432124
3195,湖南省,湘潭地区,攸县,432125
3196,湖南省,湘潭地区,茶陵县,432126
3197,湖南省,湘潭地区,酃县,432127
3198,湖南省,岳阳地区,岳阳市,432201
3199,湖南省,岳阳地区,平江县,432222
3200,湖南省,岳阳地区,湘阴县,432223
3201,湖南省,岳阳地区,汨罗县,432224
3202,湖南省,岳阳地区,临湘市,432225
3203,湖南省,岳阳地区,华容县,432226
3204,湖南省,益阳地区,益阳市,432301
3205,湖南省,益阳地区,沅江市,432302
3206,湖南省,益阳地区,益阳县,432321
3207,湖南省,益阳地区,南县,432322
3208,湖南省,益阳地区,沅江县,432323
3209,湖南省,益阳地区,宁乡县,432324
3210,湖南省,益阳地区,桃江县,432325
3211,湖南省,益阳地区,安化县,432326
3212,湖南省,常德地区,常德市,432401
3213,湖南省,常德地区,津市市,432402
3214,湖南省,常德地区,常德县,432421
3215,湖南省,常德地区,安乡县,432422
3216,湖南省,常德地区,汉寿县,432423
3217,湖南省,常德地区,澧县,432424
3218,湖南省,常德地区,临澧县,432425
3219,湖南省,常德地区,桃源县,432426
3220,湖南省,常德地区,石门县,432427
3221,湖南省,常德地区,慈利县,432428
3222,湖南省,娄底地区,娄底市,432501
3223,湖南省,娄底地区,冷水江市,432502
3224,湖南省,娄底地区,涟源市,432503
3225,湖南省,娄底地区,涟源县,432521
3226,湖南省,娄底地区,双峰县,432522
3227,湖南省,娄底地区,邵东县,432523
3228,湖南省,娄底地区,新化县,432524
3229,湖南省,娄底地区,新邵县,432525
3230,湖南省,邵阳地区,邵阳县,432621
3231,湖南省,邵阳地区,隆回县,432622
3232,湖南省,邵阳地区,武冈县,432623
3233,湖南省,邵阳地区,洞口县,432624
3234,湖南省,邵阳地区,新宁县,432625
3235,湖南省,邵阳地区,绥宁县,432626
3236,湖南省,邵阳地区,城步苗族自治县,432627
3237,湖南省,衡阳地区,衡阳县,432721
3238,湖南省,衡阳地区,衡南县,432722
3239,湖南省,衡阳地区,衡山县,432723
3240,湖南省,衡阳地区,衡东县,432724
3241,湖南省,衡阳地区,常宁县,432725
3242,湖南省,衡阳地区,祁东县,432726
3243,湖南省,衡阳地区,祁阳县,432727
3244,湖南省,郴州地区,郴州市,432801
3245,湖南省,郴州地区,资兴市,432802
3246,湖南省,郴州地区,郴县,432821
3247,湖南省,郴州地区,桂阳县,432822
3248,湖南省,郴州地区,永兴县,432823
3249,湖南省,郴州地区,宜章县,432824
3250,湖南省,郴州地区,资兴县,432825
3251,湖南省,郴州地区,嘉禾县,432826
3252,湖南省,郴州地区,临武县,432827
3253,湖南省,郴州地区,汝城县,432828
3254,湖南省,郴州地区,桂东县,432829
3255,湖南省,郴州地区,耒阳县,432830
3256,湖南省,郴州地区,安仁县,432831
3257,湖南省,零陵地区,永州市,432901
3258,湖南省,零陵地区,冷水滩市,432902
3259,湖南省,零陵地区,零陵县,432921
3260,湖南省,零陵地区,东安县,432922
3261,湖南省,零陵地区,道县,432923
3262,湖南省,零陵地区,宁远县,432924
3263,湖南省,零陵地区,江永县,432925
3264,湖南省,零陵地区,江华瑶族自治县,432926
3265,湖南省,零陵地区,蓝山县,432927
3266,湖南省,零陵地区,新田县,432928
3267,湖南省,零陵地区,双牌县,432929
3268,湖南省,零陵地区,双牌县,432930
3269,湖南省,邵阳市,市辖区,430501
3270,湖南省,邵阳市,双清区,430502
3271,湖南省,邵阳市,大祥区,430503
3272,湖南省,邵阳市,北塔区,430511
3273,湖南省,邵阳市,邵东县,430521
3274,湖南省,邵阳市,新邵县,430522
3275,湖南省,邵阳市,邵阳县,430523
3276,湖南省,邵阳市,隆回县,430524
3277,湖南省,邵阳市,洞口县,430525
3278,湖南省,邵阳市,武冈县,430526
3279,湖南省,邵阳市,绥宁县,430527
3280,湖南省,邵阳市,新宁县,430528
3281,湖南省,邵阳市,城步苗族自治县,430529
3282,湖南省,邵阳市,武冈市,430581
3283,湖南省,岳阳市,市辖区,430601
3284,湖南省,岳阳市,岳阳楼区,430602
3285,湖南省,岳阳市,云溪区,430603
3286,湖南省,岳阳市,君山区,430611
3287,湖南省,岳阳市,岳阳县,430621
3288,湖南省,岳阳市,临湘县,430622
3289,湖南省,岳阳市,华容县,430623
3290,湖南省,岳阳市,湘阴县,430624
3291,湖南省,岳阳市,汨罗县,430625
3292,湖南省,岳阳市,平江县,430626
3293,湖南省,岳阳市,汨罗市,430681
3294,湖南省,岳阳市,临湘市,430682
3295,湖南省,常德市,市辖区,430701
3296,湖南省,常德市,武陵区,430702
3297,湖南省,常德市,鼎城区,430703
3298,湖南省,常德市,安乡县,430721
3299,湖南省,常德市,汉寿县,430722
3300,湖南省,常德市,澧县,430723
3301,湖南省,常德市,临澧县,430724
3302,湖南省,常德市,桃源县,430725
3303,湖南省,常德市,石门县,430726
3304,湖南省,常德市,津市市,430781
3305,湖南省,张家界市,市辖区,430801
3306,湖南省,张家界市,永定区,430802
3307,湖南省,张家界市,武陵源区,430811
3308,湖南省,张家界市,慈利县,430821
3309,湖南省,张家界市,桑植县,430822
3310,湖南省,益阳市,市辖区,430901
3311,湖南省,益阳市,资阳区,430902
3312,湖南省,益阳市,赫山区,430903
3313,湖南省,益阳市,市区,430911
3314,湖南省,益阳市,南县,430921
3315,湖南省,益阳市,桃江县,430922
3316,湖南省,益阳市,安化县,430923
3317,湖南省,益阳市,沅江市,430981
3318,湖南省,郴州市,市辖区,431001
3319,湖南省,郴州市,北湖区,431002
3320,湖南省,郴州市,苏仙区,431003
3321,湖南省,郴州市,桂阳县,431021
3322,湖南省,郴州市,宜章县,431022
3323,湖南省,郴州市,永兴县,431023
3324,湖南省,郴州市,嘉禾县,431024
3325,湖南省,郴州市,临武县,431025
3326,湖南省,郴州市,汝城县,431026
3327,湖南省,郴州市,桂东县,431027
3328,湖南省,郴州市,安仁县,431028
3329,湖南省,郴州市,资兴市,431081
3330,湖南省,永州市,市辖区,431101
3331,湖南省,永州市,零陵区,431102
3332,湖南省,永州市,冷水滩区,431103
3333,湖南省,永州市,祁阳县,431121
3334,湖南省,永州市,东安县,431122
3335,湖南省,永州市,双牌县,431123
3336,湖南省,永州市,道县,431124
3337,湖南省,永州市,江永县,431125
3338,湖南省,永州市,宁远县,431126
3339,湖南省,永州市,蓝山县,431127
3340,湖南省,永州市,新田县,431128
3341,湖南省,永州市,江华瑶族自治县,431129
3342,湖南省,怀化市,市辖区,431201
3343,湖南省,怀化市,鹤城区,431202
3344,湖南省,怀化市,中方县,431221
3345,湖南省,怀化市,沅陵县,431222
3346,湖南省,怀化市,辰溪县,431223
3347,湖南省,怀化市,溆浦县,431224
3348,湖南省,怀化市,会同县,431225
3349,湖南省,怀化市,麻阳苗族自治县,431226
3350,湖南省,怀化市,新晃侗族自治县,431227
3351,湖南省,怀化市,芷江侗族自治县,431228
3352,湖南省,怀化市,靖州苗族侗族自治县,431229
3353,湖南省,怀化市,通道侗族自治县,431230
3354,湖南省,怀化市,洪江市,431281
3355,湖南省,娄底市,市辖区,431301
3356,湖南省,娄底市,娄星区,431302
3357,湖南省,娄底市,双峰县,431321
3358,湖南省,娄底市,新化县,431322
3359,湖南省,娄底市,冷水江市,431381
3360,湖南省,娄底市,涟源市,431382
3361,湖南省,怀化地区,怀化市,433001
3362,湖南省,怀化地区,洪江市,433002
3363,湖南省,怀化地区,黔阳县,433021
3364,湖南省,怀化地区,沅陵县,433022
3365,湖南省,怀化地区,辰溪县,433023
3366,湖南省,怀化地区,溆浦县,433024
3367,湖南省,怀化地区,麻阳县,433025
3368,湖南省,怀化地区,新晃侗族自治县,433026
3369,湖南省,怀化地区,芷江县,433027
3370,湖南省,怀化地区,怀化县,433028
3371,湖南省,怀化地区,会同县,433029
3372,湖南省,怀化地区,靖县,433030
3373,湖南省,怀化地区,通道侗族自治县,433031
3374,湖南省,湘西土家族苗族自治州,吉首市,433101
3375,湖南省,湘西土家族苗族自治州,吉首县,433121
3376,湖南省,湘西土家族苗族自治州,泸溪县,433122
3377,湖南省,湘西土家族苗族自治州,凤凰县,433123
3378,湖南省,湘西土家族苗族自治州,花垣县,433124
3379,湖南省,湘西土家族苗族自治州,保靖县,433125
3380,湖南省,湘西土家族苗族自治州,古丈县,433126
3381,湖南省,湘西土家族苗族自治州,永顺县,433127
3382,湖南省,湘西土家族苗族自治州,大庸县,433128
3383,湖南省,湘西土家族苗族自治州,桑植县,433129
3384,湖南省,湘西土家族苗族自治州,龙山县,433130
3385,湖南省,株洲市,醴陵市,439001
3386,湖南省,湘潭市,湘乡市,439002
3387,湖南省,衡阳市,耒阳市,439003
3388,湖南省,岳阳市,汨罗市,439004
3389,湖南省,常德市,津市市,439005
3390,广东省,广州市,市辖区,440101
3391,广东省,广州市,东山区,440102
3392,广东省,广州市,荔湾区,440103
3393,广东省,广州市,越秀区,440104
3394,广东省,广州市,海珠区,440105
3395,广东省,广州市,天河区,440106
3396,广东省,广州市,芳村区,440107
3397,广东省,广州市,白云区,440111
3398,广东省,广州市,黄埔区,440112
3399,广东省,广州市,番禺区,440113
3400,广东省,广州市,花都区,440114
3401,广东省,广州市,南沙区,440115
3402,广东省,广州市,萝岗区,440116
3403,广东省,广州市,市区,440120
3404,广东省,广州市,花县,440121
3405,广东省,广州市,从化县,440122
3406,广东省,广州市,新丰县,440123
3407,广东省,广州市,龙门县,440124
3408,广东省,广州市,增城县,440125
3409,广东省,广州市,番禺县,440126
3410,广东省,广州市,清远县,440127
3411,广东省,广州市,佛冈县,440128
3412,广东省,广州市,番禺市,440181
3413,广东省,广州市,花都市,440182
3414,广东省,广州市,增城市,440183
3415,广东省,广州市,从化市,440184
3416,广东省,韶关市,市辖区,440201
3417,广东省,韶关市,北江区,440202
3418,广东省,韶关市,武江区,440203
3419,广东省,韶关市,浈江区,440204
3420,广东省,韶关市,曲江区,440205
3421,广东省,韶关市,曲江县,440221
3422,广东省,韶关市,始兴县,440222
3423,广东省,韶关市,南雄县,440223
3424,广东省,韶关市,仁化县,440224
3425,广东省,韶关市,乐昌县,440225
3426,广东省,韶关市,连县,440226
3427,广东省,韶关市,阳山县,440227
3428,广东省,韶关市,英德县,440228
3429,广东省,韶关市,翁源县,440229
3430,广东省,韶关市,连山壮族瑶族自治县,440230
3431,广东省,韶关市,连南瑶族自治县,440231
3432,广东省,韶关市,乳源瑶族自治县,440232
3433,广东省,韶关市,新丰县,440233
3434,广东省,韶关市,乐昌市,440281
3435,广东省,韶关市,南雄市,440282
3436,广东省,深圳市,市辖区,440301
3437,广东省,深圳市,盐田区,440302
3438,广东省,深圳市,罗湖区,440303
3439,广东省,深圳市,福田区,440304
3440,广东省,深圳市,南山区,440305
3441,广东省,深圳市,宝安区,440306
3442,广东省,深圳市,龙岗区,440307
3443,广东省,深圳市,盐田区,440308
3444,广东省,深圳市,市区,440320
3445,广东省,深圳市,宝安县,440321
3446,广东省,珠海市,市辖区,440401
3447,广东省,珠海市,香洲区,440402
3448,广东省,珠海市,斗门区,440403
3449,广东省,珠海市,金湾区,440404
3450,广东省,珠海市,斗门县,440421
3451,广东省,汕头市,市辖区,440501
3452,广东省,汕头市,同平区,440502
3453,广东省,汕头市,安平区,440503
3454,广东省,汕头市,公园区,440504
3455,广东省,汕头市,金砂区,440505
3456,广东省,汕头市,达濠区,440506
3457,广东省,汕头市,龙湖区,440507
3458,广东省,汕头市,金园区,440508
3459,广东省,汕头市,升平区,440509
3460,广东省,汕头市,河浦区,440510
3461,广东省,汕头市,金平区,440511
3462,广东省,汕头市,濠江区,440512
3463,广东省,汕头市,潮阳区,440513
3464,广东省,汕头市,潮南区,440514
3465,广东省,汕头市,澄海区,440515
3466,广东省,汕头市,潮州市,440520
3467,广东省,汕头市,澄海县,440521
3468,广东省,汕头市,饶平县,440522
3469,广东省,汕头市,南澳县,440523
3470,广东省,汕头市,潮阳县,440524
3471,广东省,汕头市,揭阳县,440525
3472,广东省,汕头市,揭西县,440526
3473,广东省,汕头市,普宁县,440527
3474,广东省,汕头市,惠来县,440528
3475,广东省,汕头市,潮州市,440581
3476,广东省,汕头市,潮阳市,440582
3477,广东省,汕头市,澄海市,440583
3478,广东省,佛山市,市辖区,440601
3479,广东省,佛山市,城区,440602
3480,广东省,佛山市,石湾区,440603
3481,广东省,佛山市,禅城区,440604
3482,广东省,佛山市,南海区,440605
3483,广东省,佛山市,顺德区,440606
3484,广东省,佛山市,三水区,440607
3485,广东省,佛山市,高明区,440608
3486,广东省,佛山市,中山市,440620
3487,广东省,佛山市,三水县,440621
3488,广东省,佛山市,南海县,440622
3489,广东省,佛山市,顺德县,440623
3490,广东省,佛山市,高明县,440624
3491,广东省,佛山市,顺德市,440681
3492,广东省,佛山市,南海市,440682
3493,广东省,佛山市,三水市,440683
3494,广东省,佛山市,高明市,440684
3495,广东省,江门市,市辖区,440701
3496,广东省,江门市,城区,440702
3497,广东省,江门市,蓬江区,440703
3498,广东省,江门市,江海区,440704
3499,广东省,江门市,新会区,440705
3500,广东省,江门市,郊区,440711
3501,广东省,江门市,新会县,440721
3502,广东省,江门市,台山县,440722
3503,广东省,江门市,恩平县,440723
3504,广东省,江门市,开平县,440724
3505,广东省,江门市,鹤山县,440725
3506,广东省,江门市,阳江县,440726
3507,广东省,江门市,阳春县,440727
3508,广东省,江门市,台山市,440781
3509,广东省,江门市,新会市,440782
3510,广东省,江门市,开平市,440783
3511,广东省,江门市,鹤山市,440784
3512,广东省,江门市,恩平市,440785
3513,广东省,清远市,连州市,441882
3514,广东省,清远市,市辖区,441801
3515,广东省,清远市,清城区,441802
3516,广东省,清远市,清郊区,441811
3517,广东省,清远市,佛冈县,441821
3518,广东省,清远市,英德县,441822
3519,广东省,清远市,阳山县,441823
3520,广东省,清远市,连县,441824
3521,广东省,清远市,连山壮族瑶族自治县,441825
3522,广东省,清远市,连南瑶族自治县,441826
3523,广东省,清远市,清新县,441827
3524,广东省,清远市,英德市,441881
3525,广东省,佛山市,佛山市,442701
3526,广东省,佛山市,江门市,442702
3527,广东省,佛山市,三水县,442721
3528,广东省,佛山市,南海县,442722
3529,广东省,佛山市,顺德县,442723
3530,广东省,佛山市,中山县,442724
3531,广东省,佛山市,斗门县,442725
3532,广东省,佛山市,新会县,442726
3533,广东省,佛山市,台山县,442727
3534,广东省,佛山市,恩平县,442728
3535,广东省,佛山市,开平县,442729
3536,广东省,佛山市,鹤山县,442731
3537,广东省,佛山市,高明县,442732
3538,广东省,湛江市,湛江市,442901
3539,广东省,湛江市,茂名市,442902
3540,广东省,湛江市,阳江县,442921
3541,广东省,湛江市,阳春县,442922
3542,广东省,湛江市,信宜县,442923
3543,广东省,湛江市,高州县,442924
3544,广东省,湛江市,电白县,442925
3545,广东省,湛江市,吴川县,442926
3546,广东省,湛江市,化州县,442927
3547,广东省,湛江市,廉江县,442928
3548,广东省,湛江市,遂溪县,442929
3549,广东省,湛江市,海康县,442930
3550,广东省,湛江市,徐闻县,442931
3551,广东省,潮州市,市辖区,445101
3552,广东省,潮州市,湘桥区,445102
3553,广东省,潮州市,潮安县,445121
3554,广东省,潮州市,饶平县,445122
3555,广东省,揭阳市,市辖区,445201
3556,广东省,揭阳市,榕城区,445202
3557,广东省,揭阳市,揭东县,445221
3558,广东省,揭阳市,揭西县,445222
3559,广东省,揭阳市,惠来县,445224
3560,广东省,揭阳市,普宁市,445281
3561,广东省,湛江市,市辖区,440801
3562,广东省,湛江市,赤坎区,440802
3563,广东省,湛江市,霞山区,440803
3564,广东省,湛江市,坡头区,440804
3565,广东省,湛江市,麻章区,440811
3566,广东省,湛江市,吴川县,440821
3567,广东省,湛江市,廉江县,440822
3568,广东省,湛江市,遂溪县,440823
3569,广东省,湛江市,海康县,440824
3570,广东省,湛江市,徐闻县,440825
3571,广东省,湛江市,廉江市,440881
3572,广东省,湛江市,雷州市,440882
3573,广东省,湛江市,吴川市,440883
3574,广东省,茂名市,市辖区,440901
3575,广东省,茂名市,茂南区,440902
3576,广东省,茂名市,茂港区,440903
3577,广东省,茂名市,信宜县,440921
3578,广东省,茂名市,高州县,440922
3579,广东省,茂名市,电白县,440923
3580,广东省,茂名市,化州县,440924
3581,广东省,茂名市,高州市,440981
3582,广东省,茂名市,化州市,440982
3583,广东省,茂名市,信宜市,440983
3584,广东省,肇庆市,市辖区,441201
3585,广东省,肇庆市,端州区,441202
3586,广东省,肇庆市,鼎湖区,441203
3587,广东省,肇庆市,高要县,441221
3588,广东省,肇庆市,四会县,441222
3589,广东省,肇庆市,广宁县,441223
3590,广东省,肇庆市,怀集县,441224
3591,广东省,肇庆市,封开县,441225
3592,广东省,肇庆市,德庆县,441226
3593,广东省,肇庆市,云浮县,441227
3594,广东省,肇庆市,新兴县,441228
3595,广东省,肇庆市,郁南县,441229
3596,广东省,肇庆市,罗定县,441230
3597,广东省,肇庆市,云浮市,441281
3598,广东省,肇庆市,罗定市,441282
3599,广东省,肇庆市,高要市,441283
3600,广东省,肇庆市,四会市,441284
3601,广东省,惠州市,市辖区,441301
3602,广东省,惠州市,惠城区,441302
3603,广东省,惠州市,惠阳区,441303
3604,广东省,惠州市,惠阳县,441321
3605,广东省,惠州市,博罗县,441322
3606,广东省,惠州市,惠东县,441323
