id,Province,City,District,bm
1,北京市,北京市,东城区,110101
2,北京市,北京市,西城区,110102
3,北京市,北京市,崇文区,110103
4,北京市,北京市,宣武区,110104
5,北京市,北京市,朝阳区,110105
6,北京市,北京市,丰台区,110106
7,北京市,北京市,石景山区,110107
8,北京市,北京市,海淀区,110108
9,北京市,北京市,门头沟区,110109
10,北京市,北京市,燕山区,110110
11,北京市,北京市,房山区,110111
12,北京市,北京市,通州区,110112
13,北京市,北京市,顺义区,110113
14,北京市,北京市,昌平区,110114
15,北京市,北京市,大兴区,110115
16,北京市,北京市,怀柔区,110116
17,北京市,北京市,平谷区,110117
18,北京市,北京市,昌平县,110221
19,北京市,北京市,顺义县,110222
20,北京市,北京市,通县,110223
21,北京市,北京市,大兴县,110224
22,北京市,北京市,房山县,110225
23,北京市,北京市,平谷县,110226
24,北京市,北京市,怀柔县,110227
25,北京市,北京市,密云县,110228
26,北京市,北京市,延庆县,110229
27,天津市,天津市,和平区,120101
28,天津市,天津市,河东区,120102
29,天津市,天津市,河西区,120103
30,天津市,天津市,南开区,120104
31,天津市,天津市,河北区,120105
32,天津市,天津市,红桥区,120106
33,天津市,天津市,塘沽区,120107
34,天津市,天津市,汉沽区,120108
35,天津市,天津市,大港区,120109
36,天津市,天津市,东丽区,120110
37,天津市,天津市,西青区,120111
38,天津市,天津市,津南区,120112
39,天津市,天津市,北辰区,120113
40,天津市,天津市,武清区,120114
41,天津市,天津市,宝坻区,120115
42,天津市,天津市,宁河县,120221
43,天津市,天津市,武清县,120222
44,天津市,天津市,静海县,120223
45,天津市,天津市,宝坻县,120224
46,天津市,天津市,蓟县,120225
47,河北省,石家庄市,市辖区,130101
48,河北省,石家庄市,长安区,130102
49,河北省,石家庄市,桥东区,130103
50,河北省,石家庄市,桥西区,130104
51,河北省,石家庄市,新华区,130105
52,河北省,石家庄市,郊区,130106
53,河北省,石家庄市,井陉矿区,130107
54,河北省,石家庄市,裕华区,130108
55,河北省,石家庄市,井陉县,130121
56,河北省,石家庄市,获鹿县,130122
57,河北省,石家庄市,正定县,130123
58,河北省,石家庄市,栾城县,130124
59,河北省,石家庄市,行唐县,130125
60,河北省,石家庄市,灵寿县,130126
61,河北省,石家庄市,高邑县,130127
62,河北省,石家庄市,深泽县,130128
63,河北省,石家庄市,赞皇县,130129
64,河北省,石家庄市,无极县,130130
65,河北省,石家庄市,平山县,130131
66,河北省,石家庄市,元氏县,130132
67,河北省,石家庄市,赵县,130133
68,河北省,石家庄市,辛集市,130181
69,河北省,石家庄市,藁城市,130182
70,河北省,石家庄市,晋州市,130183
71,河北省,石家庄市,新乐市,130184
72,河北省,石家庄市,鹿泉市,130185
73,河北省,唐山市,市辖区,130201
74,河北省,唐山市,路南区,130202
75,河北省,唐山市,路北区,130203
76,河北省,唐山市,古冶区,130204
77,河北省,唐山市,开平区,130205
78,河北省,唐山市,新区,130206
79,河北省,唐山市,丰南区,130207
80,河北省,唐山市,丰润区,130208
81,河北省,唐山市,丰润县,130221
82,河北省,唐山市,丰南县,130222
83,河北省,唐山市,滦县,130223
84,河北省,唐山市,滦南县,130224
85,河北省,唐山市,乐亭县,130225
86,河北省,唐山市,迁安县,130226
87,河北省,唐山市,迁西县,130227
88,河北省,唐山市,遵化县,130228
89,河北省,唐山市,玉田县,130229
90,河北省,唐山市,唐海县,130230
91,河北省,唐山市,遵化市,130281
92,河北省,唐山市,丰南市,130282
93,河北省,唐山市,迁安市,130283
94,河北省,秦皇岛市,市辖区,130301
95,河北省,秦皇岛市,海港区,130302
96,河北省,秦皇岛市,山海关区,130303
97,河北省,秦皇岛市,北戴河区,130304
98,河北省,秦皇岛市,青龙满族自治县,130321
99,河北省,秦皇岛市,昌黎县,130322
100,河北省,秦皇岛市,抚宁县,130323
101,河北省,秦皇岛市,卢龙县,130324
102,河北省,邯郸市,市辖区,130401
103,河北省,邯郸市,邯山区,130402
104,河北省,邯郸市,丛台区,130403
105,河北省,邯郸市,复兴区,130404
106,河北省,邯郸市,郊区,130405
107,河北省,邯郸市,峰峰矿区,130406
108,河北省,邯郸市,邯郸县,130421
109,河北省,邯郸市,武安县,130422
110,河北省,邯郸市,临漳县,130423
111,河北省,邯郸市,成安县,130424
112,河北省,邯郸市,大名县,130425
113,河北省,邯郸市,涉县,130426
114,河北省,邯郸市,磁县,130427
115,河北省,邯郸市,肥乡县,130428
116,河北省,邯郸市,永年县,130429
117,河北省,邯郸市,邱县,130430
118,河北省,邯郸市,鸡泽县,130431
119,河北省,邯郸市,广平县,130432
120,河北省,邯郸市,馆陶县,130433
121,河北省,邯郸市,魏县,130434
122,河北省,邯郸市,曲周县,130435
123,河北省,邯郸市,武安市,130481
124,河北省,邢台市,市辖区,130501
125,河北省,邢台市,桥东区,130502
126,河北省,邢台市,桥西区,130503
127,河北省,邢台市,邢台县,130521
128,河北省,邢台市,临城县,130522
129,河北省,邢台市,内丘县,130523
130,河北省,邢台市,柏乡县,130524
131,河北省,邢台市,隆尧县,130525
132,河北省,邢台市,任县,130526
133,河北省,邢台市,南和县,130527
134,河北省,邢台市,宁晋县,130528
135,河北省,邢台市,巨鹿县,130529
136,河北省,邢台市,新河县,130530
137,河北省,邢台市,广宗县,130531
138,河北省,邢台市,平乡县,130532
139,河北省,邢台市,威县,130533
140,河北省,邢台市,清河县,130534
141,河北省,邢台市,临西县,130535
142,河北省,邢台市,南宫市,130581
143,河北省,邢台市,沙河市,130582
144,河北省,保定市,市辖区,130601
145,河北省,保定市,新市区,130602
146,河北省,保定市,北市区,130603
147,河北省,保定市,南市区,130604
148,河北省,保定市,满城县,130621
149,河北省,保定市,清苑县,130622
150,河北省,保定市,涞水县,130623
151,河北省,保定市,阜平县,130624
152,河北省,保定市,徐水县,130625
153,河北省,保定市,定兴县,130626
154,河北省,保定市,唐县,130627
155,河北省,保定市,高阳县,130628
156,河北省,保定市,容城县,130629
157,河北省,保定市,涞源县,130630
158,河北省,保定市,望都县,130631
159,河北省,保定市,安新县,130632
160,河北省,保定市,易县,130633
161,河北省,保定市,曲阳县,130634
162,河北省,保定市,蠡县,130635
163,河北省,保定市,顺平县,130636
164,河北省,保定市,博野县,130637
165,河北省,保定市,雄县,130638
166,河北省,保定市,涿州市,130681
167,河北省,保定市,定州市,130682
168,河北省,保定市,安国市,130683
169,河北省,保定市,高碑店市,130684
170,河北省,张家口市,市辖区,130701
171,河北省,张家口市,桥东区,130702
172,河北省,张家口市,桥西区,130703
173,河北省,张家口市,宣化区,130705
174,河北省,张家口市,下花园区,130706
175,河北省,张家口市,宣化县,130721
176,河北省,张家口市,张北县,130722
177,河北省,张家口市,康保县,130723
178,河北省,张家口市,沽源县,130724
179,河北省,张家口市,尚义县,130725
180,河北省,张家口市,蔚县,130726
181,河北省,张家口市,阳原县,130727
182,河北省,张家口市,怀安县,130728
183,河北省,张家口市,万全县,130729
184,河北省,张家口市,怀来县,130730
185,河北省,张家口市,涿鹿县,130731
186,河北省,张家口市,赤城县,130732
187,河北省,张家口市,崇礼县,130733
188,河北省,承德市,市辖区,130801
189,河北省,承德市,双桥区,130802
190,河北省,承德市,双滦区,130803
191,河北省,承德市,鹰手营子矿区,130804
192,河北省,承德市,承德县,130821
193,河北省,承德市,兴隆县,130822
194,河北省,承德市,平泉县,130823
195,河北省,承德市,滦平县,130824
196,河北省,承德市,隆化县,130825
197,河北省,承德市,丰宁满族自治县,130826
198,河北省,承德市,宽城满族自治县,130827
199,河北省,承德市,围场满族蒙古族自治县,130828
200,河北省,沧州市,市辖区,130901
201,河北省,沧州市,新华区,130902
202,河北省,沧州市,运河区,130903
203,河北省,沧州市,郊区,130904
204,河北省,沧州市,沧县,130921
205,河北省,沧州市,青县,130922
206,河北省,沧州市,东光县,130923
207,河北省,沧州市,海兴县,130924
208,河北省,沧州市,盐山县,130925
209,河北省,沧州市,肃宁县,130926
210,河北省,沧州市,南皮县,130927
211,河北省,沧州市,吴桥县,130928
212,河北省,沧州市,献县,130929
213,河北省,沧州市,孟村回族自治县,130930
214,河北省,沧州市,泊头市,130981
215,河北省,沧州市,任丘市,130982
216,河北省,沧州市,黄骅市,130983
217,河北省,沧州市,河间市,130984
218,河北省,廊坊市,市辖区,131001
219,河北省,廊坊市,安次区,131002
220,河北省,廊坊市,广阳区,131003
221,河北省,廊坊市,三河县,131021
222,河北省,廊坊市,固安县,131022
223,河北省,廊坊市,永清县,131023
224,河北省,廊坊市,香河县,131024
225,河北省,廊坊市,大城县,131025
226,河北省,廊坊市,文安县,131026
227,河北省,廊坊市,霸县,131027
228,河北省,廊坊市,大厂回族自治县,131028
229,河北省,廊坊市,霸州市,131081
230,河北省,廊坊市,三河市,131082
231,河北省,衡水市,市辖区,131101
232,河北省,衡水市,桃城区,131102
233,河北省,衡水市,枣强县,131121
234,河北省,衡水市,武邑县,131122
235,河北省,衡水市,武强县,131123
236,河北省,衡水市,饶阳县,131124
237,河北省,衡水市,安平县,131125
238,河北省,衡水市,故城县,131126
239,河北省,衡水市,景县,131127
240,河北省,衡水市,阜城县,131128
241,河北省,衡水市,冀州市,131181
242,河北省,衡水市,深州市,131182
243,河北省,邯郸地区,邯郸市,132101
244,河北省,邯郸地区,大名县,132121
245,河北省,邯郸地区,魏县,132122
246,河北省,邯郸地区,曲周县,132123
247,河北省,邯郸地区,丘县,132124
248,河北省,邯郸地区,鸡泽县,132125
249,河北省,邯郸地区,肥乡县,132126
250,河北省,邯郸地区,广平县,132127
251,河北省,邯郸地区,成安县,132128
252,河北省,邯郸地区,临漳县,132129
253,河北省,邯郸地区,磁县,132130
254,河北省,邯郸地区,武安县,132131
255,河北省,邯郸地区,涉县,132132
256,河北省,邯郸地区,永年县,132133
257,河北省,邯郸地区,邯郸县,132134
258,河北省,邯郸地区,馆陶县,132135
259,河北省,邢台地区,南宫市,132201
260,河北省,邢台地区,沙河市,132202
261,河北省,邢台地区,邢台县,132221
262,河北省,邢台地区,沙河县,132222
263,河北省,邢台地区,临城县,132223
264,河北省,邢台地区,内丘县,132224
265,河北省,邢台地区,柏乡县,132225
266,河北省,邢台地区,隆尧县,132226
267,河北省,邢台地区,任县,132227
268,河北省,邢台地区,南和县,132228
269,河北省,邢台地区,宁晋县,132229
270,河北省,邢台地区,南宫县,132230
271,河北省,邢台地区,巨鹿县,132231
272,河北省,邢台地区,新河县,132232
273,河北省,邢台地区,广宗县,132233
274,河北省,邢台地区,平乡县,132234
275,河北省,邢台地区,威县,132235
276,河北省,邢台地区,清河县,132236
277,河北省,邢台地区,临西县,132237
278,河北省,石家庄市,辛集市,132301
279,河北省,石家庄市,藁城市,132302
280,河北省,石家庄市,束鹿县,132321
281,河北省,石家庄市,晋县,132322
282,河北省,石家庄市,深泽县,132323
283,河北省,石家庄市,无极县,132324
284,河北省,石家庄市,藁城县,132325
285,河北省,石家庄市,赵县,132326
286,河北省,石家庄市,栾城县,132327
287,河北省,石家庄市,正定县,132328
288,河北省,石家庄市,新乐县,132329
289,河北省,石家庄市,高邑县,132330
290,河北省,石家庄市,元氏县,132331
291,河北省,石家庄市,赞皇县,132332
292,河北省,石家庄市,井陉县,132333
293,河北省,石家庄市,获鹿县,132334
294,河北省,石家庄市,平山县,132335
295,河北省,石家庄市,灵寿县,132336
296,河北省,石家庄市,行唐县,132337
297,河北省,保定地区,定州市,132401
298,河北省,保定地区,涿州市,132402
299,河北省,保定地区,安国市,132403
300,河北省,保定地区,高碑店市,132404
301,河北省,保定地区,易县,132421
302,河北省,保定地区,满城县,132422
303,河北省,保定地区,徐水县,132423
304,河北省,保定地区,涞源县,132424
305,河北省,保定地区,定兴县,132425
306,河北省,保定地区,完县,132426
307,河北省,保定地区,唐县,132427
308,河北省,保定地区,望都县,132428
309,河北省,保定地区,涞水县,132429
310,河北省,保定地区,涿县,132430
311,河北省,保定地区,清苑县,132431
312,河北省,保定地区,高阳县,132432
313,河北省,保定地区,安新县,132433
314,河北省,保定地区,雄县,132434
315,河北省,保定地区,容城县,132435
316,河北省,保定地区,新城县,132436
317,河北省,保定地区,曲阳县,132437
318,河北省,保定地区,阜平县,132438
319,河北省,保定地区,定县,132439
320,河北省,保定地区,安国县,132440
321,河北省,保定地区,博野县,132441
322,河北省,保定地区,蠡县,132442
323,河北省,张家口地区,张家口市,132501
324,河北省,张家口地区,张北市,132521
325,河北省,张家口地区,康保县,132522
326,河北省,张家口地区,沽源县,132523
327,河北省,张家口地区,尚义县,132524
328,河北省,张家口地区,蔚县,132525
329,河北省,张家口地区,阳原县,132526
330,河北省,张家口地区,怀安县,132527
331,河北省,张家口地区,万全县,132528
332,河北省,张家口地区,怀来县,132529
333,河北省,张家口地区,涿鹿县,132530
334,河北省,张家口地区,宣化县,132531
335,河北省,张家口地区,赤城县,132532
336,河北省,张家口地区,崇礼县,132533
337,河北省,承德地区,承德市,132601
338,河北省,承德地区,青龙县,132621
339,河北省,承德地区,宽城满族自治县,132622
340,河北省,承德地区,兴隆县,132623
341,河北省,承德地区,平泉县,132624
342,河北省,承德地区,承德县,132625
343,河北省,承德地区,滦平县,132626
344,河北省,承德地区,丰宁满族自治县,132627
345,河北省,承德地区,隆化县,132628
346,河北省,承德地区,围场满族蒙古族自治县,132629
347,河北省,廊坊地区,廊坊市,132801
348,河北省,廊坊地区,三河县,132821
349,河北省,廊坊地区,大厂回族自治县,132822
350,河北省,廊坊地区,香河县,132823
351,河北省,廊坊地区,永清县,132825
352,河北省,廊坊地区,固安县,132826
353,河北省,廊坊地区,霸县,132827
354,河北省,廊坊地区,文安县,132828
355,河北省,廊坊地区,大城县,132829
356,河北省,沧州地区,沧州市,132901
357,河北省,沧州地区,泊头市,132902
358,河北省,沧州地区,任丘市,132903
359,河北省,沧州地区,黄骅市,132904
360,河北省,沧州地区,河间市,132905
361,河北省,沧州地区,沧县,132921
362,河北省,沧州地区,河间县,132922
363,河北省,沧州地区,肃宁县,132923
364,河北省,沧州地区,献县,132924
365,河北省,沧州地区,交河县,132925
366,河北省,沧州地区,吴桥县,132926
367,河北省,沧州地区,东光县,132927
368,河北省,沧州地区,南皮县,132928
369,河北省,沧州地区,盐山县,132929
370,河北省,沧州地区,黄骅县,132930
371,河北省,沧州地区,孟村回族自治县,132931
372,河北省,沧州地区,青县,132932
373,河北省,沧州地区,任丘县,132933
374,河北省,沧州地区,海兴县,132934
375,河北省,衡水地区,衡水市,133001
376,河北省,衡水地区,冀州市,133002
377,河北省,衡水地区,衡水县,133021
378,河北省,衡水地区,冀县,133022
379,河北省,衡水地区,枣强县,133023
380,河北省,衡水地区,武邑县,133024
381,河北省,衡水地区,深县,133025
382,河北省,衡水地区,武强县,133026
383,河北省,衡水地区,饶阳县,133027
384,河北省,衡水地区,安平县,133028
385,河北省,衡水地区,故城县,133029
386,河北省,衡水地区,景县,133030
387,河北省,衡水地区,阜城县,133031
388,河北省,邯郸市,武安市,139001
389,山西省,太原市,市辖区,140101
390,山西省,太原市,南城区,140102
391,山西省,太原市,北城区,140103
392,山西省,太原市,河西区,140104
393,山西省,太原市,小店区,140105
394,山西省,太原市,迎泽区,140106
395,山西省,太原市,杏花岭区,140107
396,山西省,太原市,尖草坪区,140108
397,山西省,太原市,万柏林区,140109
398,山西省,太原市,晋源区,140110
399,山西省,太原市,古交工矿区,140111
400,山西省,太原市,南郊区,140112
401,山西省,太原市,北郊区,140113
402,山西省,太原市,清徐县,140121
403,山西省,太原市,阳曲县,140122
404,山西省,太原市,娄烦县,140123
405,山西省,太原市,古交市,140181
406,山西省,大同市,市辖区,140201
407,山西省,大同市,城区,140202
408,山西省,大同市,矿区,140203
409,山西省,大同市,南郊区,140211
410,山西省,大同市,新荣区,140212
411,山西省,大同市,阳高县,140221
412,山西省,大同市,天镇县,140222
413,山西省,大同市,广灵县,140223
414,山西省,大同市,灵丘县,140224
415,山西省,大同市,浑源县,140225
416,山西省,大同市,左云县,140226
417,山西省,大同市,大同县,140227
418,山西省,大同市,左云县,140230
419,山西省,大同市,大同县,140232
420,山西省,阳泉市,市辖区,140301
421,山西省,阳泉市,城区,140302
422,山西省,阳泉市,矿区,140303
423,山西省,阳泉市,郊区,140311
424,山西省,阳泉市,平定县,140321
425,山西省,阳泉市,盂县,140322
426,山西省,长治市,市辖区,140401
427,山西省,长治市,城区,140402
428,山西省,长治市,郊区,140411
429,山西省,长治市,长治县,140421
430,山西省,长治市,襄垣县,140423
431,山西省,长治市,屯留县,140424
432,山西省,长治市,平顺县,140425
433,山西省,长治市,黎城县,140426
434,山西省,长治市,壶关县,140427
435,山西省,长治市,长子县,140428
436,山西省,长治市,武乡县,140429
437,山西省,长治市,沁县,140430
438,山西省,长治市,沁源县,140431
439,山西省,长治市,潞城市,140481
440,山西省,晋城市,市辖区,140501
441,山西省,晋城市,城区,140502
442,山西省,晋城市,郊区,140511
443,山西省,晋城市,沁水县,140521
444,山西省,晋城市,阳城县,140522
445,山西省,晋城市,高平县,140523
446,山西省,晋城市,陵川县,140524
447,山西省,晋城市,泽州县,140525
448,山西省,晋城市,高平市,140581
449,山西省,朔州市,市辖区,140601
450,山西省,朔州市,朔城区,140602
451,山西省,朔州市,平鲁区,140603
452,山西省,朔州市,山阴县,140621
453,山西省,朔州市,应县,140622
454,山西省,朔州市,右玉县,140623
455,山西省,朔州市,怀仁县,140624
456,山西省,晋中市,市辖区,140701
457,山西省,晋中市,榆次区,140702
458,山西省,晋中市,榆社县,140721
459,山西省,晋中市,左权县,140722
460,山西省,晋中市,和顺县,140723
461,山西省,晋中市,昔阳县,140724
462,山西省,晋中市,寿阳县,140725
463,山西省,晋中市,太谷县,140726
464,山西省,晋中市,祁县,140727
465,山西省,晋中市,平遥县,140728
466,山西省,晋中市,灵石县,140729
467,山西省,晋中市,介休市,140781
468,山西省,运城市,市辖区,140801
469,山西省,运城市,盐湖区,140802
470,山西省,运城市,临猗县,140821
471,山西省,运城市,万荣县,140822
472,山西省,运城市,闻喜县,140823
473,山西省,运城市,稷山县,140824
474,山西省,运城市,新绛县,140825
475,山西省,运城市,绛县,140826
476,山西省,运城市,垣曲县,140827
477,山西省,运城市,夏县,140828
478,山西省,运城市,平陆县,140829
479,山西省,运城市,芮城县,140830
480,山西省,运城市,永济市,140881
481,山西省,运城市,河津市,140882
482,山西省,忻州市,市辖区,140901
483,山西省,忻州市,忻府区,140902
484,山西省,忻州市,定襄县,140921
485,山西省,忻州市,五台县,140922
486,山西省,忻州市,代县,140923
487,山西省,忻州市,繁峙县,140924
488,山西省,忻州市,宁武县,140925
489,山西省,忻州市,静乐县,140926
490,山西省,忻州市,神池县,140927
491,山西省,忻州市,五寨县,140928
492,山西省,忻州市,岢岚县,140929
493,山西省,忻州市,河曲县,140930
494,山西省,忻州市,保德县,140931
495,山西省,忻州市,偏关县,140932
496,山西省,忻州市,原平市,140981
497,山西省,临汾市,市辖区,141001
498,山西省,临汾市,尧都区,141002
499,山西省,临汾市,曲沃县,141021
500,山西省,临汾市,翼城县,141022
501,山西省,临汾市,襄汾县,141023
502,山西省,临汾市,洪洞县,141024
503,山西省,临汾市,古县,141025
504,山西省,临汾市,安泽县,141026
505,山西省,临汾市,浮山县,141027
506,山西省,临汾市,吉县,141028
507,山西省,临汾市,乡宁县,141029
508,山西省,临汾市,大宁县,141030
509,山西省,临汾市,隰县,141031
510,山西省,临汾市,永和县,141032
511,山西省,临汾市,蒲县,141033
512,山西省,临汾市,汾西县,141034
513,山西省,临汾市,侯马市,141081
514,山西省,临汾市,霍州市,141082
515,山西省,吕梁市,市辖区,141101
516,山西省,吕梁市,离石区,141102
517,山西省,吕梁市,文水县,141121
518,山西省,吕梁市,交城县,141122
519,山西省,吕梁市,兴县,141123
520,山西省,吕梁市,临县,141124
521,山西省,吕梁市,柳林县,141125
522,山西省,吕梁市,石楼县,141126
523,山西省,吕梁市,岚县,141127
524,山西省,吕梁市,方山县,141128
525,山西省,吕梁市,中阳县,141129
526,山西省,吕梁市,交口县,141130
527,山西省,吕梁市,孝义市,141181
528,山西省,吕梁市,汾阳市,141182
529,山西省,雁北地区,阳高县,142121
530,山西省,雁北地区,天镇县,142122
531,山西省,雁北地区,广灵县,142123
532,山西省,雁北地区,灵丘县,142124
533,山西省,雁北地区,浑源县,142125
534,山西省,雁北地区,应县,142126
535,山西省,雁北地区,山阴县,142127
536,山西省,雁北地区,朔县,142128
537,山西省,雁北地区,平鲁县,142129
538,山西省,雁北地区,左云县,142130
539,山西省,雁北地区,右玉县,142131
540,山西省,雁北地区,大同县,142132
541,山西省,雁北地区,怀仁县,142133
542,山西省,忻州地区,忻州市,142201
543,山西省,忻州地区,原平市,142202
544,山西省,忻州地区,定襄县,142222
545,山西省,忻州地区,五台县,142223
546,山西省,忻州地区,代县,142225
547,山西省,忻州地区,繁峙县,142226
548,山西省,忻州地区,宁武县,142227
549,山西省,忻州地区,静乐县,142228
550,山西省,忻州地区,神池县,142229
551,山西省,忻州地区,五寨县,142230
552,山西省,忻州地区,岢岚县,142231
553,山西省,忻州地区,河曲县,142232
554,山西省,忻州地区,保德县,142233
555,山西省,忻州地区,偏关县,142234
556,山西省,吕梁地区,孝义市,142301
557,山西省,吕梁地区,离石市,142302
558,山西省,吕梁地区,汾阳市,142303
559,山西省,吕梁地区,汾阳县,142321
560,山西省,吕梁地区,文水县,142322
561,山西省,吕梁地区,交城县,142323
562,山西省,吕梁地区,兴县,142325
563,山西省,吕梁地区,临县,142326
564,山西省,吕梁地区,柳林县,142327
565,山西省,吕梁地区,石楼县,142328
566,山西省,吕梁地区,岚县,142329
567,山西省,吕梁地区,方山县,142330
568,山西省,吕梁地区,中阳县,142332
569,山西省,吕梁地区,交口县,142333
570,山西省,晋中地区,榆次市,142401
571,山西省,晋中地区,介休市,142402
572,山西省,晋中地区,榆社县,142421
573,山西省,晋中地区,左权县,142422
574,山西省,晋中地区,和顺县,142423
575,山西省,晋中地区,昔阳县,142424
576,山西省,晋中地区,寿阳县,142427
577,山西省,晋中地区,太谷县,142429
578,山西省,晋中地区,祁县,142430
579,山西省,晋中地区,平遥县,142431
580,山西省,晋中地区,灵石县,142433
581,山西省,临汾地区,临汾市,142601
582,山西省,临汾地区,侯马市,142602
583,山西省,临汾地区,霍州市,142603
584,山西省,临汾地区,曲沃县,142621
585,山西省,临汾地区,翼城县,142622
586,山西省,临汾地区,襄汾县,142623
587,山西省,临汾地区,洪洞县,142625
588,山西省,临汾地区,古县,142627
589,山西省,临汾地区,安泽县,142628
590,山西省,临汾地区,浮山县,142629
591,山西省,临汾地区,吉县,142630
592,山西省,临汾地区,乡宁县,142631
593,山西省,临汾地区,蒲县,142632
594,山西省,临汾地区,大宁县,142633
595,山西省,临汾地区,永和县,142634
596,山西省,临汾地区,隰县,142635
597,山西省,临汾地区,汾西县,142636
598,山西省,运城地区,运城市,142701
599,山西省,运城地区,永济市,142702
600,山西省,运城地区,河津市,142703
601,山西省,运城地区,芮城县,142723
602,山西省,运城地区,临猗县,142724
603,山西省,运城地区,万荣县,142725
604,山西省,运城地区,新绛县,142726
605,山西省,运城地区,稷山县,142727
606,山西省,运城地区,闻喜县,142729
607,山西省,运城地区,夏县,142730
608,山西省,运城地区,绛县,142731
609,山西省,运城地区,平陆县,142732
610,山西省,运城地区,垣曲县,142733
611,山西省,太原市,古交市,149001
612,内蒙古自治区,呼和浩特市,市辖区,150101
613,内蒙古自治区,呼和浩特市,新城区,150102
614,内蒙古自治区,呼和浩特市,回民区,150103
615,内蒙古自治区,呼和浩特市,玉泉区,150104
616,内蒙古自治区,呼和浩特市,郊区,150105
617,内蒙古自治区,呼和浩特市,土默特左旗,150121
618,内蒙古自治区,呼和浩特市,托克托县,150122
619,内蒙古自治区,呼和浩特市,和林格尔县,150123
620,内蒙古自治区,呼和浩特市,清水河县,150124
621,内蒙古自治区,呼和浩特市,武川县,150125
622,内蒙古自治区,包头市,市辖区,150201
623,内蒙古自治区,包头市,东河区,150202
624,内蒙古自治区,包头市,昆都伦区,150203
625,内蒙古自治区,包头市,青山区,150204
626,内蒙古自治区,包头市,石拐矿区,150205
627,内蒙古自治区,包头市,白云矿区,150206
628,内蒙古自治区,包头市,郊区,150207
629,内蒙古自治区,包头市,土默特右旗,150221
630,内蒙古自治区,包头市,固阳县,150222
631,内蒙古自治区,包头市,达尔罕茂明安联合旗,150223
632,内蒙古自治区,乌海市,市辖区,150301
633,内蒙古自治区,乌海市,海勃湾区,150302
634,内蒙古自治区,乌海市,海南区,150303
635,内蒙古自治区,乌海市,乌达区,150304
636,内蒙古自治区,赤峰市,市辖区,150401
637,内蒙古自治区,赤峰市,红山区,150402
638,内蒙古自治区,赤峰市,元宝山区,150403
639,内蒙古自治区,赤峰市,松山区,150404
640,内蒙古自治区,赤峰市,阿鲁科尔沁旗,150421
641,内蒙古自治区,赤峰市,巴林左旗,150422
642,内蒙古自治区,赤峰市,巴林右旗,150423
643,内蒙古自治区,赤峰市,林西县,150424
644,内蒙古自治区,赤峰市,克什克腾旗,150425
645,内蒙古自治区,赤峰市,翁牛特旗,150426
646,内蒙古自治区,赤峰市,喀喇沁旗,150428
647,内蒙古自治区,赤峰市,宁城县,150429
648,内蒙古自治区,赤峰市,敖汉旗,150430
649,内蒙古自治区,通辽市,市辖区,150501
650,内蒙古自治区,通辽市,科尔沁区,150502
651,内蒙古自治区,通辽市,科尔沁左翼中旗,150521
652,内蒙古自治区,通辽市,科尔沁左翼后旗,150522
653,内蒙古自治区,通辽市,开鲁县,150523
654,内蒙古自治区,通辽市,库伦旗,150524
655,内蒙古自治区,通辽市,奈曼旗,150525
656,内蒙古自治区,通辽市,扎鲁特旗,150526
657,内蒙古自治区,通辽市,霍林郭勒市,150581
658,内蒙古自治区,鄂尔多斯市,鄂尔多斯市,150601
659,内蒙古自治区,鄂尔多斯市,东胜区,150602
660,内蒙古自治区,鄂尔多斯市,达拉特旗,150621
661,内蒙古自治区,鄂尔多斯市,准格尔旗,150622
662,内蒙古自治区,鄂尔多斯市,鄂托克前旗,150623
663,内蒙古自治区,鄂尔多斯市,鄂托克旗,150624
664,内蒙古自治区,鄂尔多斯市,杭锦旗,150625
665,内蒙古自治区,鄂尔多斯市,乌审旗,150626
666,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,150627
667,内蒙古自治区,呼伦贝尔市,市辖区,150701
668,内蒙古自治区,呼伦贝尔市,海拉尔区,150702
669,内蒙古自治区,呼伦贝尔市,阿荣旗,150721
670,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,150722
671,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,150723
672,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,150724
673,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,150725
674,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,150726
675,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,150727
676,内蒙古自治区,呼伦贝尔市,满洲里市,150781
677,内蒙古自治区,呼伦贝尔市,牙克石市,150782
678,内蒙古自治区,呼伦贝尔市,扎兰屯市,150783
679,内蒙古自治区,呼伦贝尔市,额尔古纳市,150784
680,内蒙古自治区,呼伦贝尔市,根河市,150785
681,内蒙古自治区,巴彦淖尔市,市辖区,150801
682,内蒙古自治区,巴彦淖尔市,临河区,150802
683,内蒙古自治区,巴彦淖尔市,五原县,150821
684,内蒙古自治区,巴彦淖尔市,磴口县,150822
685,内蒙古自治区,巴彦淖尔市,乌拉特前旗,150823
686,内蒙古自治区,巴彦淖尔市,乌拉特中旗,150824
687,内蒙古自治区,巴彦淖尔市,乌拉特后旗,150825
688,内蒙古自治区,巴彦淖尔市,杭锦后旗,150826
689,内蒙古自治区,乌兰察布市,市辖区,150901
690,内蒙古自治区,乌兰察布市,集宁区,150902
691,内蒙古自治区,乌兰察布市,卓资县,150921
